6;2025-11-11 13:25:23;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1659;2016;753;0;0;0
7;2025-11-11 13:25:24;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1657;2004;747;0;0;0
8;2025-11-11 13:25:24;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1662;2000;755;0;0;0
9;2025-11-11 13:25:25;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1661;2010;754;0;0;0
10;2025-11-11 13:25:25;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1651;1992;754;0;0;0
11;2025-11-11 13:25:26;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1658;2003;756;0;0;0
12;2025-11-11 13:25:26;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1664;2014;754;0;0;0
13;2025-11-11 13:25:27;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1666;2009;752;0;0;0
14;2025-11-11 13:25:27;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1658;2008;747;0;0;0
15;2025-11-12 11:01:58;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1612;2003;760;0;0;0
16;2025-11-12 11:01:58;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1622;2006;769;0;0;0
17;2025-11-12 11:01:58;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1618;2001;765;0;0;0
18;2025-11-12 11:01:59;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1615;2001;761;0;0;0
19;2025-11-12 11:01:59;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1608;2001;764;0;0;0
20;2025-11-12 11:01:59;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1618;2007;763;0;0;0
21;2025-11-12 11:01:59;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1621;2005;763;0;0;0
22;2025-11-12 11:01:59;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1617;2003;768;0;0;0
23;2025-11-12 11:02:00;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1618;2005;769;0;0;0
24;2025-11-12 11:02:00;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1621;1999;764;0;0;0
25;2025-11-12 11:02:02;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1612;2004;768;0;0;0
26;2025-11-12 11:04:33;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1614;2007;762;0;0;0
27;2025-11-12 11:04:33;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1611;2007;762;0;0;0
28;2025-11-12 11:04:33;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1618;2009;760;0;0;0
29;2025-11-12 11:04:33;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1610;2003;755;0;0;0
30;2025-11-12 11:04:33;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1615;2002;764;0;0;0
31;2025-11-12 11:04:33;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1607;1997;761;0;0;0
32;2025-11-12 11:04:34;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1609;2003;760;0;0;0
33;2025-11-12 11:04:34;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1611;2016;760;0;0;0
1148;2025-11-19 12:58:35;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1602;2003;448;0;0;0
1149;2025-11-19 12:58:35;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1617;2010;831;0;0;0
1150;2025-11-19 12:58:35;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1605;1986;660;0;0;0
1151;2025-11-19 12:58:35;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1613;2003;975;0;0;0
1152;2025-11-19 12:58:35;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1611;2003;1089;0;0;0
1153;2025-11-19 12:58:35;25;CF:01:6D:B4:C3:83;B8:27:EB:9D:BC:0E;1609;2003;1347;0;0;0
